Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation
Arsenal v Manchester City,First Half,1187.500,Pass,Mesut OEZIL,Arsenal,,,-4.35,-25.80,-7.11,-24.94,180
Arsenal v Manchester City,First Half,1187.700,Block,Gael CLICHY,Manchester City,,,-7.11,-24.94,-0.80,-4.18,0
Arsenal v Manchester City,First Half,1190.000,Touch,Jack WILSHERE,Arsenal,,,-0.80,-4.18,-3.16,0.12,180
Arsenal v Manchester City,First Half,1190.900,Pass,Jack WILSHERE,Arsenal,,,-3.16,0.12,-14.21,11.60,180
Arsenal v Manchester City,First Half,1191.900,Touch,Alexis SANCHEZ,Arsenal,,,-14.21,11.60,-14.81,9.47,180
Arsenal v Manchester City,First Half,1192.900,Touch,Alexis SANCHEZ,Arsenal,,,-14.81,9.47,-14.56,8.01,180
Arsenal v Manchester City,First Half,1193.400,Touch,Alexis SANCHEZ,Arsenal,,,-14.56,8.01,-14.15,4.86,180
Arsenal v Manchester City,First Half,1194.500,Touch,Alexis SANCHEZ,Arsenal,,,-14.15,4.86,-14.95,3.39,180
Arsenal v Manchester City,First Half,1195.000,Touch,Alexis SANCHEZ,Arsenal,,,-14.95,3.39,-15.77,2.84,180
Arsenal v Manchester City,First Half,1195.500,Pass,Alexis SANCHEZ,Arsenal,,,-15.77,2.84,-15.97,10.00,180
Arsenal v Manchester City,First Half,1196.400,Touch,Jack WILSHERE,Arsenal,,,-15.97,10.00,-16.32,9.96,180
Arsenal v Manchester City,First Half,1196.800,Touch,Jack WILSHERE,Arsenal,,,-16.32,9.96,-16.52,10.05,180
Arsenal v Manchester City,First Half,1197.400,Pass,Jack WILSHERE,Arsenal,,,-16.52,10.05,-24.56,9.81,180
Arsenal v Manchester City,First Half,1198.100,Touch,Aaron RAMSEY,Arsenal,,,-24.56,9.81,-24.15,12.53,180
Arsenal v Manchester City,First Half,1199.000,Foul,Aaron RAMSEY,Arsenal,Vincent KOMPANY,Manchester City,-24.15,12.53,-24.60,15.19,180
Arsenal v Manchester City,First Half,1240.000,Direct Free Kick Pass,Alexis SANCHEZ,Arsenal,,,-24.60,15.19,-46.73,-2.76,180
Arsenal v Manchester City,First Half,1241.600,Goalkeeper Catch,Joe HART,Manchester City,,,-46.73,-2.76,-38.19,-0.47,0
Arsenal v Manchester City,First Half,1246.800,Goalkeeper Kick,Joe HART,Manchester City,,,-38.19,-0.47,15.32,18.34,0
Arsenal v Manchester City,First Half,1249.500,Header,Alexis SANCHEZ,Arsenal,,,15.32,18.34,39.05,29.41,180
Arsenal v Manchester City,First Half,1252.900,Touch,Jesus NAVAS,Manchester City,,,39.05,29.41,40.28,29.83,0
Arsenal v Manchester City,First Half,1253.100,Touch,Jesus NAVAS,Manchester City,,,40.28,29.83,39.65,28.95,0
Arsenal v Manchester City,First Half,1253.400,Block,Alexis SANCHEZ,Arsenal,,,39.65,28.95,52.00,36.00,180
Arsenal v Manchester City,First Half,1254.400,Ball Out Of Play,,,,,52.00,36.00,49.75,34.99,
Arsenal v Manchester City,First Half,1260.700,Throw In,Jesus NAVAS,Manchester City,,,49.75,34.99,30.46,27.00,0
Arsenal v Manchester City,First Half,1262.900,Touch,Sergio AGUERO,Manchester City,,,30.46,27.00,29.13,25.98,0
Arsenal v Manchester City,First Half,1263.500,Touch,Sergio AGUERO,Manchester City,,,29.13,25.98,28.72,23.66,0
Arsenal v Manchester City,First Half,1264.000,Touch,Sergio AGUERO,Manchester City,,,28.72,23.66,27.99,18.87,0
Arsenal v Manchester City,First Half,1264.900,Pass,Sergio AGUERO,Manchester City,,,27.99,18.87,30.97,16.08,0
Arsenal v Manchester City,First Half,1265.200,Block,Jack WILSHERE,Arsenal,,,30.97,16.08,35.48,18.87,180
Arsenal v Manchester City,First Half,1265.900,Pass,Nacho MONREAL,Arsenal,,,35.48,18.87,29.73,17.93,180
Arsenal v Manchester City,First Half,1266.400,Touch,Alexis SANCHEZ,Arsenal,,,29.73,17.93,28.96,17.34,180
Arsenal v Manchester City,First Half,1266.800,Touch,Alexis SANCHEZ,Arsenal,,,28.96,17.34,27.77,16.34,180
Arsenal v Manchester City,First Half,1267.300,Pass,Alexis SANCHEZ,Arsenal,,,27.77,16.34,14.31,9.00,180
Arsenal v Manchester City,First Half,1268.900,Touch,Aaron RAMSEY,Arsenal,,,14.31,9.00,12.32,8.74,180
Arsenal v Manchester City,First Half,1269.300,Foul,Aaron RAMSEY,Arsenal,Frank LAMPARD,Manchester City,12.32,8.74,6.05,6.24,180
Arsenal v Manchester City,First Half,1273.100,Yellow Card,Frank LAMPARD,Manchester City,,,6.05,6.24,3.67,9.44,0
Arsenal v Manchester City,First Half,1293.400,Direct Free Kick Pass,Mathieu FLAMINI,Arsenal,,,3.67,9.44,-3.49,16.00,180
Arsenal v Manchester City,First Half,1294.100,Touch,Jack WILSHERE,Arsenal,,,-3.49,16.00,-5.83,16.94,180
Arsenal v Manchester City,First Half,1295.100,Touch,Jack WILSHERE,Arsenal,,,-5.83,16.94,-7.74,17.03,180
Arsenal v Manchester City,First Half,1295.700,Touch,Jack WILSHERE,Arsenal,,,-7.74,17.03,-12.72,15.04,180
Arsenal v Manchester City,First Half,1296.700,Pass,Jack WILSHERE,Arsenal,,,-12.72,15.04,-20.10,16.86,180
Arsenal v Manchester City,First Half,1297.400,Touch,Alexis SANCHEZ,Arsenal,,,-20.10,16.86,-20.60,15.87,180
Arsenal v Manchester City,First Half,1298.100,Pass,Alexis SANCHEZ,Arsenal,,,-20.60,15.87,-25.20,15.76,180
Arsenal v Manchester City,First Half,1298.300,Block,Pablo ZABALETA,Manchester City,,,-25.20,15.76,-30.37,24.71,0
Arsenal v Manchester City,First Half,1299.600,Tackle,Nacho MONREAL,Arsenal,Jesus NAVAS,Manchester City,-30.37,24.71,-36.26,29.51,180
Arsenal v Manchester City,First Half,1302.100,Clearance,Jesus NAVAS,Manchester City,,,-36.26,29.51,-12.38,28.19,0
Arsenal v Manchester City,First Half,1303.700,Touch,Sergio AGUERO,Manchester City,,,-12.38,28.19,-13.81,28.74,0
Arsenal v Manchester City,First Half,1304.500,Touch,Sergio AGUERO,Manchester City,,,-13.81,28.74,-14.26,28.46,0
Arsenal v Manchester City,First Half,1304.700,Touch,Sergio AGUERO,Manchester City,,,-14.26,28.46,-15.58,26.67,0
Arsenal v Manchester City,First Half,1305.100,Pass,Sergio AGUERO,Manchester City,,,-15.58,26.67,-16.65,24.45,0
Arsenal v Manchester City,First Half,1305.600,Foul,Sergio AGUERO,Manchester City,Laurent KOSCIELNY,Arsenal,-16.65,24.45,-13.08,18.78,0
Arsenal v Manchester City,First Half,1326.300,Direct Free Kick Pass,Vincent KOMPANY,Manchester City,,,-13.08,18.78,14.24,16.73,0
Arsenal v Manchester City,First Half,1327.900,Tackle,Sergio AGUERO,Manchester City,Laurent KOSCIELNY,Arsenal,14.24,16.73,6.46,17.10,0
Arsenal v Manchester City,First Half,1329.800,Pass,Jack WILSHERE,Arsenal,,,6.46,17.10,3.03,30.45,180
Arsenal v Manchester City,First Half,1331.800,Touch,Alexis SANCHEZ,Arsenal,,,3.03,30.45,2.75,31.95,180
Arsenal v Manchester City,First Half,1332.100,Tackle,Alexis SANCHEZ,Arsenal,Pablo ZABALETA,Manchester City,2.75,31.95,2.62,32.36,180
Arsenal v Manchester City,First Half,1332.200,Touch,Alexis SANCHEZ,Arsenal,,,2.62,32.36,5.00,35.00,180
Arsenal v Manchester City,First Half,1332.400,Ball Out Of Play,,,,,5.00,35.00,10.29,35.00,
Arsenal v Manchester City,First Half,1347.400,Throw In,Pablo ZABALETA,Manchester City,,,10.29,35.00,39.26,12.31,0
Arsenal v Manchester City,First Half,1356.700,Pass,Wojciech SZCZESNY,Arsenal,,,39.26,12.31,31.92,-9.20,180
Arsenal v Manchester City,First Half,1360.300,Touch,Per MERTESACKER,Arsenal,,,31.92,-9.20,30.46,-10.02,180
Arsenal v Manchester City,First Half,1361.000,Touch,Per MERTESACKER,Arsenal,,,30.46,-10.02,30.32,-10.28,180
Arsenal v Manchester City,First Half,1361.700,Pass,Per MERTESACKER,Arsenal,,,30.32,-10.28,41.90,8.36,180
Arsenal v Manchester City,First Half,1363.800,Touch,Wojciech SZCZESNY,Arsenal,,,41.90,8.36,41.62,8.22,180
Arsenal v Manchester City,First Half,1365.400,Touch,Wojciech SZCZESNY,Arsenal,,,41.62,8.22,40.32,7.57,180
Arsenal v Manchester City,First Half,1367.400,Pass,Wojciech SZCZESNY,Arsenal,,,40.32,7.57,-14.00,-6.57,180
Arsenal v Manchester City,First Half,1370.500,Header,Martin DEMICHELIS,Manchester City,,,-14.00,-6.57,-3.36,-1.28,0
Arsenal v Manchester City,First Half,1371.800,Touch,Jack WILSHERE,Arsenal,,,-3.36,-1.28,-2.25,-2.86,180
Arsenal v Manchester City,First Half,1372.900,Pass,Jack WILSHERE,Arsenal,,,-2.25,-2.86,-3.77,2.64,180
Arsenal v Manchester City,First Half,1374.500,Touch,Mathieu FLAMINI,Arsenal,,,-3.77,2.64,-5.76,3.99,180
Arsenal v Manchester City,First Half,1375.200,Touch,Mathieu FLAMINI,Arsenal,,,-5.76,3.99,-11.44,7.69,180
Arsenal v Manchester City,First Half,1376.400,Pass,Mathieu FLAMINI,Arsenal,,,-11.44,7.69,-18.90,13.76,180
Arsenal v Manchester City,First Half,1377.000,Touch,Alexis SANCHEZ,Arsenal,,,-18.90,13.76,-18.66,13.03,180
Arsenal v Manchester City,First Half,1377.600,Touch,Alexis SANCHEZ,Arsenal,,,-18.66,13.03,-18.54,8.40,180
Arsenal v Manchester City,First Half,1378.900,Pass,Alexis SANCHEZ,Arsenal,,,-18.54,8.40,-36.73,1.43,180
Arsenal v Manchester City,First Half,1380.500,Header,Vincent KOMPANY,Manchester City,,,-36.73,1.43,-28.93,-12.40,0
Arsenal v Manchester City,First Half,1381.600,Header,James MILNER,Manchester City,,,-28.93,-12.40,-13.81,-7.50,0
Arsenal v Manchester City,First Half,1383.700,Touch,David SILVA,Manchester City,,,-13.81,-7.50,-12.51,-8.86,0
Arsenal v Manchester City,First Half,1384.300,Pass,David SILVA,Manchester City,,,-12.51,-8.86,-22.80,-21.29,0
Arsenal v Manchester City,First Half,1385.900,Touch,James MILNER,Manchester City,,,-22.80,-21.29,-20.53,-25.27,0
Arsenal v Manchester City,First Half,1387.700,Pass,James MILNER,Manchester City,,,-20.53,-25.27,-19.35,-16.90,0
Arsenal v Manchester City,First Half,1388.400,Touch,Frank LAMPARD,Manchester City,,,-19.35,-16.90,-20.82,-16.64,0
Arsenal v Manchester City,First Half,1389.200,Touch,Frank LAMPARD,Manchester City,,,-20.82,-16.64,-20.92,-15.25,0
Arsenal v Manchester City,First Half,1389.700,Pass,Frank LAMPARD,Manchester City,,,-20.92,-15.25,-11.19,-6.50,0
Arsenal v Manchester City,First Half,1391.000,Touch,FERNANDINHO,Manchester City,,,-11.19,-6.50,-7.72,-4.45,0
Arsenal v Manchester City,First Half,1392.300,Pass,FERNANDINHO,Manchester City,,,-7.72,-4.45,-0.29,20.14,0
Arsenal v Manchester City,First Half,1394.300,Touch,Jesus NAVAS,Manchester City,,,-0.29,20.14,3.05,20.82,0
Arsenal v Manchester City,First Half,1395.200,Touch,Jesus NAVAS,Manchester City,,,3.05,20.82,7.81,21.94,0
Arsenal v Manchester City,First Half,1396.000,Touch,Jesus NAVAS,Manchester City,,,7.81,21.94,13.32,23.29,0
Arsenal v Manchester City,First Half,1397.000,Pass,Jesus NAVAS,Manchester City,,,13.32,23.29,21.11,31.27,0
Arsenal v Manchester City,First Half,1398.400,Touch,Pablo ZABALETA,Manchester City,,,21.11,31.27,21.56,31.42,0
Arsenal v Manchester City,First Half,1398.700,Pass,Pablo ZABALETA,Manchester City,,,21.56,31.42,21.96,27.31,0
Arsenal v Manchester City,First Half,1398.800,Block,Alexis SANCHEZ,Arsenal,,,21.96,27.31,29.79,26.89,180
Arsenal v Manchester City,First Half,1399.900,Touch,Nacho MONREAL,Arsenal,,,29.79,26.89,30.31,26.97,180
Arsenal v Manchester City,First Half,1400.400,Pass,Nacho MONREAL,Arsenal,,,30.31,26.97,26.40,29.97,180
Arsenal v Manchester City,First Half,1401.200,Pass,Alexis SANCHEZ,Arsenal,,,26.40,29.97,24.25,17.42,180
Arsenal v Manchester City,First Half,1402.200,Pass,Jack WILSHERE,Arsenal,,,24.25,17.42,15.89,25.45,180
Arsenal v Manchester City,First Half,1403.900,Touch,Nacho MONREAL,Arsenal,,,15.89,25.45,1.26,23.37,180
Arsenal v Manchester City,First Half,1405.800,Touch,Nacho MONREAL,Arsenal,,,1.26,23.37,-5.95,20.27,180
Arsenal v Manchester City,First Half,1406.700,Touch,Nacho MONREAL,Arsenal,,,-5.95,20.27,-14.03,18.00,180
Arsenal v Manchester City,First Half,1407.800,Touch,Nacho MONREAL,Arsenal,,,-14.03,18.00,-21.73,15.56,180
Arsenal v Manchester City,First Half,1408.900,Pass,Nacho MONREAL,Arsenal,,,-21.73,15.56,-28.34,21.31,180
Arsenal v Manchester City,First Half,1409.600,Touch,Aaron RAMSEY,Arsenal,,,-28.34,21.31,-28.88,20.56,180
Arsenal v Manchester City,First Half,1410.100,Touch,Aaron RAMSEY,Arsenal,,,-28.88,20.56,-27.14,20.42,180
Arsenal v Manchester City,First Half,1411.200,Pass,Aaron RAMSEY,Arsenal,,,-27.14,20.42,-53.00,-23.00,180
Arsenal v Manchester City,First Half,1415.900,Ball Out Of Play,,,,,-53.00,-23.00,-27.49,17.20,
Arsenal v Manchester City,First Half,1416.900,Yellow Card,Pablo ZABALETA,Manchester City,,,-27.49,17.20,-48.06,-1.02,0
Arsenal v Manchester City,First Half,1441.500,Goal Kick,Joe HART,Manchester City,,,-48.06,-1.02,9.48,-18.39,0
Arsenal v Manchester City,First Half,1445.500,Header,Mathieu DEBUCHY,Arsenal,,,9.48,-18.39,-10.48,-18.46,180
Arsenal v Manchester City,First Half,1447.300,Header,Martin DEMICHELIS,Manchester City,,,-10.48,-18.46,-10.34,-23.02,0
Arsenal v Manchester City,First Half,1448.700,Pass,Gael CLICHY,Manchester City,,,-10.34,-23.02,2.48,-23.73,0
Arsenal v Manchester City,First Half,1449.900,Touch,Mathieu DEBUCHY,Arsenal,,,2.48,-23.73,-0.19,-20.95,180
Arsenal v Manchester City,First Half,1451.600,Touch,Mathieu DEBUCHY,Arsenal,,,-0.19,-20.95,-0.82,-20.48,180
Arsenal v Manchester City,First Half,1452.100,Touch,Mathieu DEBUCHY,Arsenal,,,-0.82,-20.48,-2.11,-21.56,180
Arsenal v Manchester City,First Half,1453.000,Touch,Mathieu DEBUCHY,Arsenal,,,-2.11,-21.56,-3.41,-23.24,180
Arsenal v Manchester City,First Half,1453.600,Pass,Mathieu DEBUCHY,Arsenal,,,-3.41,-23.24,-7.17,-31.41,180
Arsenal v Manchester City,First Half,1454.700,Touch,Mesut OEZIL,Arsenal,,,-7.17,-31.41,-6.70,-31.92,180
Arsenal v Manchester City,First Half,1455.500,Touch,Mesut OEZIL,Arsenal,,,-6.70,-31.92,-5.01,-29.71,180
Arsenal v Manchester City,First Half,1456.300,Touch,Mesut OEZIL,Arsenal,,,-5.01,-29.71,-4.63,-24.62,180
Arsenal v Manchester City,First Half,1457.500,Touch,Mesut OEZIL,Arsenal,,,-4.63,-24.62,-7.69,-21.88,180
Arsenal v Manchester City,First Half,1458.300,Pass,Mesut OEZIL,Arsenal,,,-7.69,-21.88,-12.18,-19.27,180
Arsenal v Manchester City,First Half,1458.800,Block,Frank LAMPARD,Manchester City,,,-12.18,-19.27,-18.15,-31.41,0
Arsenal v Manchester City,First Half,1461.000,Touch,James MILNER,Manchester City,,,-18.15,-31.41,-19.43,-31.78,0
Arsenal v Manchester City,First Half,1461.500,Pass,James MILNER,Manchester City,,,-19.43,-31.78,-26.92,-27.24,0
Arsenal v Manchester City,First Half,1462.400,Tackle,Gael CLICHY,Manchester City,Danny WELBECK,Arsenal,-26.92,-27.24,-20.00,-35.00,0
Arsenal v Manchester City,First Half,1463.300,Ball Out Of Play,,,,,-20.00,-35.00,-18.05,-35.00,
Arsenal v Manchester City,First Half,1486.000,Throw In,Gael CLICHY,Manchester City,,,-18.05,-35.00,-6.28,-31.75,0
Arsenal v Manchester City,First Half,1486.400,Pass,Sergio AGUERO,Manchester City,,,-6.28,-31.75,-16.81,-31.37,0
Arsenal v Manchester City,First Half,1487.800,Tackle,Gael CLICHY,Manchester City,Jack WILSHERE,Arsenal,-16.81,-31.37,-22.00,-35.00,0
Arsenal v Manchester City,First Half,1488.300,Ball Out Of Play,,,,,-22.00,-35.00,-14.52,-35.00,
Arsenal v Manchester City,First Half,1501.900,Throw In,Gael CLICHY,Manchester City,,,-14.52,-35.00,-4.44,-26.60,0
Arsenal v Manchester City,First Half,1503.000,Touch,Sergio AGUERO,Manchester City,,,-4.44,-26.60,-4.80,-26.55,0
Arsenal v Manchester City,First Half,1503.500,Touch,Sergio AGUERO,Manchester City,,,-4.80,-26.55,-5.55,-23.87,0
Arsenal v Manchester City,First Half,1504.300,Pass,Sergio AGUERO,Manchester City,,,-5.55,-23.87,-14.25,-13.65,0
Arsenal v Manchester City,First Half,1505.100,Touch,FERNANDINHO,Manchester City,,,-14.25,-13.65,-13.23,-12.59,0
Arsenal v Manchester City,First Half,1506.200,Touch,FERNANDINHO,Manchester City,,,-13.23,-12.59,-13.45,-11.19,0
Arsenal v Manchester City,First Half,1506.800,Pass,FERNANDINHO,Manchester City,,,-13.45,-11.19,-23.52,2.86,0
Arsenal v Manchester City,First Half,1508.100,Touch,Vincent KOMPANY,Manchester City,,,-23.52,2.86,-23.82,4.30,0
Arsenal v Manchester City,First Half,1509.200,Pass,Vincent KOMPANY,Manchester City,,,-23.82,4.30,-7.16,29.38,0
Arsenal v Manchester City,First Half,1510.900,Touch,Pablo ZABALETA,Manchester City,,,-7.16,29.38,-5.91,29.68,0
Arsenal v Manchester City,First Half,1511.500,Touch,Pablo ZABALETA,Manchester City,,,-5.91,29.68,-0.19,27.60,0
Arsenal v Manchester City,First Half,1512.900,Pass,Pablo ZABALETA,Manchester City,,,-0.19,27.60,7.72,21.09,0
Arsenal v Manchester City,First Half,1513.800,Touch,Jesus NAVAS,Manchester City,,,7.72,21.09,9.17,21.87,0
Arsenal v Manchester City,First Half,1514.500,Touch,Jesus NAVAS,Manchester City,,,9.17,21.87,7.89,20.38,0
Arsenal v Manchester City,First Half,1515.600,Touch,Jesus NAVAS,Manchester City,,,7.89,20.38,7.06,19.06,0
Arsenal v Manchester City,First Half,1516.000,Pass,Jesus NAVAS,Manchester City,,,7.06,19.06,3.86,10.01,0
Arsenal v Manchester City,First Half,1516.900,Touch,FERNANDINHO,Manchester City,,,3.86,10.01,3.60,8.73,0
Arsenal v Manchester City,First Half,1517.500,Touch,FERNANDINHO,Manchester City,,,3.60,8.73,4.10,7.22,0
Arsenal v Manchester City,First Half,1518.000,Pass,FERNANDINHO,Manchester City,,,4.10,7.22,7.38,-4.88,0
Arsenal v Manchester City,First Half,1519.000,Pass,Frank LAMPARD,Manchester City,,,7.38,-4.88,4.71,4.45,0
Arsenal v Manchester City,First Half,1520.100,Touch,FERNANDINHO,Manchester City,,,4.71,4.45,4.60,4.66,0
Arsenal v Manchester City,First Half,1521.300,Touch,FERNANDINHO,Manchester City,,,4.60,4.66,6.52,10.01,0
Arsenal v Manchester City,First Half,1522.600,Pass,FERNANDINHO,Manchester City,,,6.52,10.01,23.26,31.53,0
Arsenal v Manchester City,First Half,1524.300,Touch,Pablo ZABALETA,Manchester City,,,23.26,31.53,25.64,31.25,0
Arsenal v Manchester City,First Half,1525.700,Touch,Pablo ZABALETA,Manchester City,,,25.64,31.25,26.37,30.56,0
Arsenal v Manchester City,First Half,1526.400,Pass,Pablo ZABALETA,Manchester City,,,26.37,30.56,14.48,18.97,0
Arsenal v Manchester City,First Half,1527.600,Touch,FERNANDINHO,Manchester City,,,14.48,18.97,14.42,18.11,0
Arsenal v Manchester City,First Half,1528.000,Touch,FERNANDINHO,Manchester City,,,14.42,18.11,15.72,15.47,0
Arsenal v Manchester City,First Half,1529.300,Pass,FERNANDINHO,Manchester City,,,15.72,15.47,10.77,4.40,0
Arsenal v Manchester City,First Half,1530.500,Touch,Frank LAMPARD,Manchester City,,,10.77,4.40,11.97,4.95,0
Arsenal v Manchester City,First Half,1531.600,Pass,Frank LAMPARD,Manchester City,,,11.97,4.95,25.89,-7.43,0
Arsenal v Manchester City,First Half,1532.400,Pass,James MILNER,Manchester City,,,25.89,-7.43,31.88,1.24,0
Arsenal v Manchester City,First Half,1533.200,Tackle,Sergio AGUERO,Manchester City,Laurent KOSCIELNY,Arsenal,31.88,1.24,28.71,5.02,0
Arsenal v Manchester City,First Half,1534.600,Shot,James MILNER,Manchester City,,,28.71,5.02,54.00,-4.00,0
Arsenal v Manchester City,First Half,1535.700,Ball Out Of Play,,,,,54.00,-4.00,48.40,0.18,
Arsenal v Manchester City,First Half,1562.900,Goal Kick,Wojciech SZCZESNY,Arsenal,,,48.40,0.18,-7.43,-20.75,180
Arsenal v Manchester City,First Half,1565.800,Header,Martin DEMICHELIS,Manchester City,,,-7.43,-20.75,8.42,-28.06,0
Arsenal v Manchester City,First Half,1567.700,Touch,Sergio AGUERO,Manchester City,,,8.42,-28.06,8.41,-31.17,0
Arsenal v Manchester City,First Half,1568.600,Touch,Sergio AGUERO,Manchester City,,,8.41,-31.17,8.72,-32.01,0
Arsenal v Manchester City,First Half,1569.000,Tackle,Sergio AGUERO,Manchester City,Mathieu DEBUCHY,Arsenal,8.72,-32.01,16.00,-35.00,0
Arsenal v Manchester City,First Half,1569.600,Ball Out Of Play,,,,,16.00,-35.00,11.83,-34.97,
Arsenal v Manchester City,First Half,1571.300,Throw In,Sergio AGUERO,Manchester City,,,11.83,-34.97,13.04,-29.48,0
Arsenal v Manchester City,First Half,1572.200,Touch,James MILNER,Manchester City,,,13.04,-29.48,17.75,-30.58,0
Arsenal v Manchester City,First Half,1573.100,Touch,James MILNER,Manchester City,,,17.75,-30.58,24.52,-31.89,0
Arsenal v Manchester City,First Half,1574.200,Touch,James MILNER,Manchester City,,,24.52,-31.89,31.36,-32.89,0
Arsenal v Manchester City,First Half,1575.500,Touch,James MILNER,Manchester City,,,31.36,-32.89,34.03,-32.41,0
Arsenal v Manchester City,First Half,1576.000,Touch,James MILNER,Manchester City,,,34.03,-32.41,35.46,-27.27,0
Arsenal v Manchester City,First Half,1577.300,Dribble,James MILNER,Manchester City,,,13.04,-29.48,35.53,-26.80,0
Arsenal v Manchester City,First Half,1577.400,Pass,James MILNER,Manchester City,,,35.53,-26.80,31.49,-10.24,0
Arsenal v Manchester City,First Half,1578.100,Pass,David SILVA,Manchester City,,,31.49,-10.24,50.49,-18.15,0
Arsenal v Manchester City,First Half,1580.800,Pass,Sergio AGUERO,Manchester City,,,50.49,-18.15,48.18,-26.29,0
Arsenal v Manchester City,First Half,1582.200,Touch,James MILNER,Manchester City,,,48.18,-26.29,46.43,-28.31,0
Arsenal v Manchester City,First Half,1583.700,Touch,James MILNER,Manchester City,,,46.43,-28.31,45.73,-28.90,0
Arsenal v Manchester City,First Half,1584.200,Touch,James MILNER,Manchester City,,,45.73,-28.90,44.52,-30.35,0
Arsenal v Manchester City,First Half,1585.500,Touch,James MILNER,Manchester City,,,44.52,-30.35,44.25,-30.52,0
Arsenal v Manchester City,First Half,1585.800,Touch,James MILNER,Manchester City,,,44.25,-30.52,42.77,-31.45,0
Arsenal v Manchester City,First Half,1586.600,Touch,James MILNER,Manchester City,,,42.77,-31.45,41.38,-31.90,0
Arsenal v Manchester City,First Half,1587.900,Dribble,James MILNER,Manchester City,,,48.18,-26.29,41.33,-31.93,0
Arsenal v Manchester City,First Half,1588.000,Pass,James MILNER,Manchester City,,,41.33,-31.93,34.16,-23.55,0
Arsenal v Manchester City,First Half,1588.600,Touch,David SILVA,Manchester City,,,34.16,-23.55,35.26,-27.43,0
Arsenal v Manchester City,First Half,1589.700,Touch,David SILVA,Manchester City,,,35.26,-27.43,34.82,-28.97,0
Arsenal v Manchester City,First Half,1590.100,Touch,David SILVA,Manchester City,,,34.82,-28.97,32.86,-30.89,0
Arsenal v Manchester City,First Half,1590.800,Pass,David SILVA,Manchester City,,,32.86,-30.89,18.33,-12.55,0
Arsenal v Manchester City,First Half,1592.700,Touch,FERNANDINHO,Manchester City,,,18.33,-12.55,18.13,-13.59,0
Arsenal v Manchester City,First Half,1594.100,Pass,FERNANDINHO,Manchester City,,,18.13,-13.59,36.67,-16.82,0
Arsenal v Manchester City,First Half,1595.100,Header,Mathieu DEBUCHY,Arsenal,,,36.67,-16.82,18.64,-16.95,180
Arsenal v Manchester City,First Half,1597.100,Pass,Jack WILSHERE,Arsenal,,,18.64,-16.95,8.05,-8.34,180
Arsenal v Manchester City,First Half,1599.000,Touch,Aaron RAMSEY,Arsenal,,,8.05,-8.34,5.53,-5.55,180
Arsenal v Manchester City,First Half,1599.900,Touch,Aaron RAMSEY,Arsenal,,,5.53,-5.55,6.28,-4.52,180
Arsenal v Manchester City,First Half,1600.700,Touch,Aaron RAMSEY,Arsenal,,,6.28,-4.52,7.72,-2.97,180
Arsenal v Manchester City,First Half,1601.500,Pass,Aaron RAMSEY,Arsenal,,,7.72,-2.97,-1.90,12.23,180
Arsenal v Manchester City,First Half,1602.800,Touch,Alexis SANCHEZ,Arsenal,,,-1.90,12.23,-1.71,12.49,180
Arsenal v Manchester City,First Half,1603.500,Touch,Alexis SANCHEZ,Arsenal,,,-1.71,12.49,-1.65,13.13,180
Arsenal v Manchester City,First Half,1603.900,Foul,Alexis SANCHEZ,Arsenal,Pablo ZABALETA,Manchester City,-1.65,13.13,-6.00,12.77,180
Arsenal v Manchester City,First Half,1615.000,Direct Free Kick Pass,Aaron RAMSEY,Arsenal,,,-6.00,12.77,-3.37,9.75,180
Arsenal v Manchester City,First Half,1615.900,Pass,Mathieu FLAMINI,Arsenal,,,-3.37,9.75,-5.18,11.50,180
Arsenal v Manchester City,First Half,1616.300,Touch,Aaron RAMSEY,Arsenal,,,-5.18,11.50,-5.56,8.86,180
Arsenal v Manchester City,First Half,1617.900,Touch,Aaron RAMSEY,Arsenal,,,-5.56,8.86,-6.17,9.24,180
Arsenal v Manchester City,First Half,1619.000,Pass,Aaron RAMSEY,Arsenal,,,-6.17,9.24,-12.64,5.66,180
Arsenal v Manchester City,First Half,1619.900,Touch,Jack WILSHERE,Arsenal,,,-12.64,5.66,-14.07,5.36,180
Arsenal v Manchester City,First Half,1620.500,Tackle,Jack WILSHERE,Arsenal,FERNANDINHO,Manchester City,-14.07,5.36,-17.10,10.70,180
Arsenal v Manchester City,First Half,1622.400,Touch,Alexis SANCHEZ,Arsenal,,,-17.10,10.70,-22.98,9.07,180
Arsenal v Manchester City,First Half,1623.700,Touch,Alexis SANCHEZ,Arsenal,,,-22.98,9.07,-26.52,8.63,180
Arsenal v Manchester City,First Half,1624.300,Touch,Alexis SANCHEZ,Arsenal,,,-26.52,8.63,-31.31,7.85,180
Arsenal v Manchester City,First Half,1625.200,Touch,Alexis SANCHEZ,Arsenal,,,-31.31,7.85,-35.21,6.33,180
Arsenal v Manchester City,First Half,1626.000,Touch,Alexis SANCHEZ,Arsenal,,,-35.21,6.33,-35.95,4.31,180
Arsenal v Manchester City,First Half,1626.200,Block,Martin DEMICHELIS,Manchester City,,,-35.95,4.31,-35.01,10.46,0
Arsenal v Manchester City,First Half,1627.600,Clearance,Vincent KOMPANY,Manchester City,,,-35.01,10.46,-4.54,8.47,0
