Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation
Arsenal v Manchester City,Second Half,1517.300,Ball Out Of Play,,,,,-23.00,35.00,-24.22,34.96,
Arsenal v Manchester City,Second Half,1520.700,Throw In,Mathieu DEBUCHY,Arsenal,,,-24.22,34.96,-12.51,31.62,180
Arsenal v Manchester City,Second Half,1522.000,Touch,Mesut OEZIL,Arsenal,,,-12.51,31.62,-12.60,32.17,180
Arsenal v Manchester City,Second Half,1523.100,Tackle,Mesut OEZIL,Arsenal,Samir NASRI,Manchester City,-12.60,32.17,-11.98,32.27,180
Arsenal v Manchester City,Second Half,1523.300,Touch,Mesut OEZIL,Arsenal,,,-11.98,32.27,-10.00,35.00,180
Arsenal v Manchester City,Second Half,1523.900,Ball Out Of Play,,,,,-10.00,35.00,-13.83,35.00,
Arsenal v Manchester City,Second Half,1529.200,Throw In,Gael CLICHY,Manchester City,,,-13.83,35.00,-17.15,20.70,0
Arsenal v Manchester City,Second Half,1530.100,Pass,Edin DZEKO,Manchester City,,,-17.15,20.70,-19.31,23.66,0
Arsenal v Manchester City,Second Half,1530.600,Touch,Mathieu FLAMINI,Arsenal,,,-19.31,23.66,-24.00,35.00,180
Arsenal v Manchester City,Second Half,1532.800,Ball Out Of Play,,,,,-24.00,35.00,-27.20,35.00,
Arsenal v Manchester City,Second Half,1546.900,Throw In,Gael CLICHY,Manchester City,,,-27.20,35.00,-34.95,24.21,0
Arsenal v Manchester City,Second Half,1547.600,Touch,David SILVA,Manchester City,,,-34.95,24.21,-35.25,25.50,0
Arsenal v Manchester City,Second Half,1548.000,Touch,David SILVA,Manchester City,,,-35.25,25.50,-36.61,27.00,0
Arsenal v Manchester City,Second Half,1548.500,Touch,David SILVA,Manchester City,,,-36.61,27.00,-38.39,27.75,0
Arsenal v Manchester City,Second Half,1549.100,Pass,David SILVA,Manchester City,,,-38.39,27.75,-39.40,31.77,0
Arsenal v Manchester City,Second Half,1549.700,Touch,Samir NASRI,Manchester City,,,-39.40,31.77,-40.38,32.18,0
Arsenal v Manchester City,Second Half,1550.300,Touch,Samir NASRI,Manchester City,,,-40.38,32.18,-40.60,32.29,0
Arsenal v Manchester City,Second Half,1550.600,Pass,Samir NASRI,Manchester City,,,-40.60,32.29,-40.83,28.17,0
Arsenal v Manchester City,Second Half,1551.100,Touch,David SILVA,Manchester City,,,-40.83,28.17,-42.32,27.90,0
Arsenal v Manchester City,Second Half,1551.800,Touch,David SILVA,Manchester City,,,-42.32,27.90,-43.59,27.63,0
Arsenal v Manchester City,Second Half,1552.300,Touch,David SILVA,Manchester City,,,-43.59,27.63,-46.05,27.49,0
Arsenal v Manchester City,Second Half,1553.000,Touch,David SILVA,Manchester City,,,-46.05,27.49,-50.04,25.22,0
Arsenal v Manchester City,Second Half,1554.000,Touch,David SILVA,Manchester City,,,-50.04,25.22,-51.68,16.97,0
Arsenal v Manchester City,Second Half,1555.400,Pass,David SILVA,Manchester City,,,-51.68,16.97,-49.87,14.97,0
Arsenal v Manchester City,Second Half,1555.500,Block,Per MERTESACKER,Arsenal,,,-49.87,14.97,-49.23,12.25,180
Arsenal v Manchester City,Second Half,1557.100,Pass,Mathieu FLAMINI,Arsenal,,,-49.23,12.25,-33.03,16.83,180
Arsenal v Manchester City,Second Half,1558.200,Pass,Jack WILSHERE,Arsenal,,,-33.03,16.83,-44.32,22.34,180
Arsenal v Manchester City,Second Half,1559.200,Touch,Mathieu DEBUCHY,Arsenal,,,-44.32,22.34,-43.76,24.97,180
Arsenal v Manchester City,Second Half,1560.100,Touch,Mathieu DEBUCHY,Arsenal,,,-43.76,24.97,-37.89,31.26,180
Arsenal v Manchester City,Second Half,1561.700,Touch,Mathieu DEBUCHY,Arsenal,,,-37.89,31.26,-28.99,32.05,180
Arsenal v Manchester City,Second Half,1563.000,Touch,Mathieu DEBUCHY,Arsenal,,,-28.99,32.05,-24.50,32.67,180
Arsenal v Manchester City,Second Half,1563.700,Pass,Mathieu DEBUCHY,Arsenal,,,-24.50,32.67,-10.59,30.97,180
Arsenal v Manchester City,Second Half,1564.100,Pass,Martin DEMICHELIS,Manchester City,,,-10.59,30.97,-32.83,22.60,0
Arsenal v Manchester City,Second Half,1567.200,Clearance,Per MERTESACKER,Arsenal,,,-32.83,22.60,-6.26,7.79,180
Arsenal v Manchester City,Second Half,1569.000,Touch,Aaron RAMSEY,Arsenal,,,-6.26,7.79,-7.50,2.61,180
Arsenal v Manchester City,Second Half,1570.200,Tackle,Aaron RAMSEY,Arsenal,James MILNER,Manchester City,-7.50,2.61,-10.84,-4.00,180
Arsenal v Manchester City,Second Half,1570.500,Touch,Jesus NAVAS,Manchester City,,,-10.84,-4.00,-8.75,-5.53,0
Arsenal v Manchester City,Second Half,1571.300,Touch,Jesus NAVAS,Manchester City,,,-8.75,-5.53,-8.31,-6.84,0
Arsenal v Manchester City,Second Half,1571.800,Touch,Jesus NAVAS,Manchester City,,,-8.31,-6.84,-10.70,-10.63,0
Arsenal v Manchester City,Second Half,1572.700,Touch,Jesus NAVAS,Manchester City,,,-10.70,-10.63,-19.61,-15.00,0
Arsenal v Manchester City,Second Half,1574.100,Pass,Jesus NAVAS,Manchester City,,,-19.61,-15.00,-29.52,-8.91,0
Arsenal v Manchester City,Second Half,1574.900,Touch,James MILNER,Manchester City,,,-29.52,-8.91,-30.07,-8.80,0
Arsenal v Manchester City,Second Half,1575.700,Touch,James MILNER,Manchester City,,,-30.07,-8.80,-29.99,-8.76,0
Arsenal v Manchester City,Second Half,1576.200,Tackle,James MILNER,Manchester City,Nacho MONREAL,Arsenal,-29.99,-8.76,-19.04,-1.80,0
Arsenal v Manchester City,Second Half,1578.100,Pass,FERNANDINHO,Manchester City,,,-19.04,-1.80,-27.21,15.02,0
Arsenal v Manchester City,Second Half,1579.100,Touch,Samir NASRI,Manchester City,,,-27.21,15.02,-21.45,25.98,0
Arsenal v Manchester City,Second Half,1581.900,Touch,Samir NASRI,Manchester City,,,-21.45,25.98,-21.05,28.85,0
Arsenal v Manchester City,Second Half,1582.600,Touch,Samir NASRI,Manchester City,,,-21.05,28.85,-23.20,29.30,0
Arsenal v Manchester City,Second Half,1584.000,Pass,Samir NASRI,Manchester City,,,-23.20,29.30,-36.55,30.85,0
Arsenal v Manchester City,Second Half,1585.700,Pass,Gael CLICHY,Manchester City,,,-36.55,30.85,-34.86,20.53,0
Arsenal v Manchester City,Second Half,1586.500,Pass,David SILVA,Manchester City,,,-34.86,20.53,-31.09,19.32,0
Arsenal v Manchester City,Second Half,1587.100,Touch,Samir NASRI,Manchester City,,,-31.09,19.32,-33.16,15.15,0
Arsenal v Manchester City,Second Half,1588.200,Shot,Samir NASRI,Manchester City,,,-33.16,15.15,-50.38,2.61,0
Arsenal v Manchester City,Second Half,1589.100,Goalkeeper Save Catch,Wojciech SZCZESNY,Arsenal,,,-50.38,2.61,-42.19,6.88,180
Arsenal v Manchester City,Second Half,1600.000,Touch,Wojciech SZCZESNY,Arsenal,,,-42.19,6.88,-42.19,12.24,180
Arsenal v Manchester City,Second Half,1602.100,Pass,Wojciech SZCZESNY,Arsenal,,,-42.19,12.24,17.22,21.90,180
Arsenal v Manchester City,Second Half,1605.300,Header,Martin DEMICHELIS,Manchester City,,,17.22,21.90,9.20,25.13,0
Arsenal v Manchester City,Second Half,1607.000,Pass,Gael CLICHY,Manchester City,,,9.20,25.13,-23.91,4.50,0
Arsenal v Manchester City,Second Half,1611.100,Header,Laurent KOSCIELNY,Arsenal,,,-23.91,4.50,-38.00,3.21,180
Arsenal v Manchester City,Second Half,1612.800,Goalkeeper Pick Up,Wojciech SZCZESNY,Arsenal,,,-38.00,3.21,-38.00,3.39,180
Arsenal v Manchester City,Second Half,1613.400,Goalkeeper Throw,Wojciech SZCZESNY,Arsenal,,,-38.00,3.39,-24.18,17.11,180
Arsenal v Manchester City,Second Half,1614.800,Touch,Per MERTESACKER,Arsenal,,,-24.18,17.11,-22.38,17.09,180
Arsenal v Manchester City,Second Half,1616.000,Pass,Per MERTESACKER,Arsenal,,,-22.38,17.09,-6.24,13.96,180
Arsenal v Manchester City,Second Half,1617.100,Pass,Jack WILSHERE,Arsenal,,,-6.24,13.96,-10.10,4.35,180
Arsenal v Manchester City,Second Half,1617.900,Pass,Mathieu FLAMINI,Arsenal,,,-10.10,4.35,11.82,11.87,180
Arsenal v Manchester City,Second Half,1619.100,Pass,Mesut OEZIL,Arsenal,,,11.82,11.87,16.32,28.95,180
Arsenal v Manchester City,Second Half,1621.200,Touch,Danny WELBECK,Arsenal,,,16.32,28.95,19.37,27.69,180
Arsenal v Manchester City,Second Half,1622.700,Touch,Danny WELBECK,Arsenal,,,19.37,27.69,23.99,22.35,180
Arsenal v Manchester City,Second Half,1623.800,Touch,Danny WELBECK,Arsenal,,,23.99,22.35,25.72,20.43,180
Arsenal v Manchester City,Second Half,1624.400,Touch,Danny WELBECK,Arsenal,,,25.72,20.43,26.12,18.96,180
Arsenal v Manchester City,Second Half,1624.900,Touch,Danny WELBECK,Arsenal,,,26.12,18.96,25.78,15.21,180
Arsenal v Manchester City,Second Half,1625.700,Touch,Danny WELBECK,Arsenal,,,25.78,15.21,26.32,11.21,180
Arsenal v Manchester City,Second Half,1626.600,Pass,Danny WELBECK,Arsenal,,,26.32,11.21,29.45,11.51,180
Arsenal v Manchester City,Second Half,1626.700,Block,FERNANDINHO,Manchester City,,,29.45,11.51,27.72,9.11,0
Arsenal v Manchester City,Second Half,1627.700,Touch,FERNANDINHO,Manchester City,,,27.72,9.11,24.64,8.32,0
Arsenal v Manchester City,Second Half,1628.400,Touch,FERNANDINHO,Manchester City,,,24.64,8.32,22.55,8.26,0
Arsenal v Manchester City,Second Half,1628.900,Pass,FERNANDINHO,Manchester City,,,22.55,8.26,13.98,-0.20,0
Arsenal v Manchester City,Second Half,1629.800,Touch,Edin DZEKO,Manchester City,,,13.98,-0.20,12.68,-2.33,0
Arsenal v Manchester City,Second Half,1630.600,Touch,Edin DZEKO,Manchester City,,,12.68,-2.33,11.45,-7.17,0
Arsenal v Manchester City,Second Half,1631.500,Pass,Edin DZEKO,Manchester City,,,11.45,-7.17,-7.51,-26.16,0
Arsenal v Manchester City,Second Half,1633.800,Touch,Jesus NAVAS,Manchester City,,,-7.51,-26.16,-17.93,-29.67,0
Arsenal v Manchester City,Second Half,1635.400,Touch,Jesus NAVAS,Manchester City,,,-17.93,-29.67,-24.46,-27.59,0
Arsenal v Manchester City,Second Half,1636.600,Touch,Jesus NAVAS,Manchester City,,,-24.46,-27.59,-25.85,-25.56,0
Arsenal v Manchester City,Second Half,1637.200,Touch,Jesus NAVAS,Manchester City,,,-25.85,-25.56,-29.47,-21.27,0
Arsenal v Manchester City,Second Half,1638.100,Touch,Jesus NAVAS,Manchester City,,,-29.47,-21.27,-32.89,-18.64,0
Arsenal v Manchester City,Second Half,1639.400,Touch,Jesus NAVAS,Manchester City,,,-32.89,-18.64,-32.56,-15.99,0
Arsenal v Manchester City,Second Half,1640.600,Dribble,Jesus NAVAS,Manchester City,,,-7.51,-26.16,-32.44,-15.59,0
Arsenal v Manchester City,Second Half,1640.700,Pass,Jesus NAVAS,Manchester City,,,-32.44,-15.59,-35.00,-5.10,0
Arsenal v Manchester City,Second Half,1641.300,Touch,David SILVA,Manchester City,,,-35.00,-5.10,-42.84,-16.37,0
Arsenal v Manchester City,Second Half,1643.500,Touch,David SILVA,Manchester City,,,-42.84,-16.37,-41.48,-18.51,0
Arsenal v Manchester City,Second Half,1644.600,Touch,David SILVA,Manchester City,,,-41.48,-18.51,-39.12,-15.18,0
Arsenal v Manchester City,Second Half,1645.600,Touch,David SILVA,Manchester City,,,-39.12,-15.18,-39.56,-11.94,0
Arsenal v Manchester City,Second Half,1646.700,Pass,David SILVA,Manchester City,,,-39.56,-11.94,-37.77,-6.80,0
Arsenal v Manchester City,Second Half,1647.000,Touch,Jack WILSHERE,Arsenal,,,-37.77,-6.80,-33.88,-11.86,180
Arsenal v Manchester City,Second Half,1649.000,Pass,Jack WILSHERE,Arsenal,,,-33.88,-11.86,-19.42,-14.44,180
Arsenal v Manchester City,Second Half,1650.000,Touch,Alexis SANCHEZ,Arsenal,,,-19.42,-14.44,-19.42,-15.95,180
Arsenal v Manchester City,Second Half,1650.700,Touch,Alexis SANCHEZ,Arsenal,,,-19.42,-15.95,-19.47,-17.22,180
Arsenal v Manchester City,Second Half,1651.400,Touch,Alexis SANCHEZ,Arsenal,,,-19.47,-17.22,-19.29,-15.53,180
Arsenal v Manchester City,Second Half,1652.500,Touch,Alexis SANCHEZ,Arsenal,,,-19.29,-15.53,-18.45,-13.90,180
Arsenal v Manchester City,Second Half,1653.000,Touch,Alexis SANCHEZ,Arsenal,,,-18.45,-13.90,-17.09,-11.82,180
Arsenal v Manchester City,Second Half,1653.500,Touch,Alexis SANCHEZ,Arsenal,,,-17.09,-11.82,-11.58,-2.71,180
Arsenal v Manchester City,Second Half,1655.100,Foul,Alexis SANCHEZ,Arsenal,Vincent KOMPANY,Manchester City,-11.58,-2.71,-4.79,-1.42,180
Arsenal v Manchester City,Second Half,1686.800,Direct Free Kick Pass,Laurent KOSCIELNY,Arsenal,,,-4.79,-1.42,0.77,11.76,180
Arsenal v Manchester City,Second Half,1688.400,Touch,Aaron RAMSEY,Arsenal,,,0.77,11.76,0.71,13.24,180
Arsenal v Manchester City,Second Half,1689.700,Pass,Aaron RAMSEY,Arsenal,,,0.71,13.24,6.29,27.89,180
Arsenal v Manchester City,Second Half,1690.800,Touch,Mathieu DEBUCHY,Arsenal,,,6.29,27.89,8.20,28.78,180
Arsenal v Manchester City,Second Half,1691.800,Pass,Mathieu DEBUCHY,Arsenal,,,8.20,28.78,12.61,32.57,180
Arsenal v Manchester City,Second Half,1692.300,Touch,Mesut OEZIL,Arsenal,,,12.61,32.57,12.86,32.70,180
Arsenal v Manchester City,Second Half,1692.700,Tackle,Mesut OEZIL,Arsenal,Gael CLICHY,Manchester City,12.86,32.70,12.00,36.00,180
Arsenal v Manchester City,Second Half,1693.200,Ball Out Of Play,,,,,12.00,36.00,16.37,34.92,
Arsenal v Manchester City,Second Half,1699.700,Throw In,Mesut OEZIL,Arsenal,,,16.37,34.92,12.85,5.62,180
Arsenal v Manchester City,Second Half,1703.900,Touch,Jack WILSHERE,Arsenal,,,12.85,5.62,12.46,4.45,180
Arsenal v Manchester City,Second Half,1704.700,Touch,Jack WILSHERE,Arsenal,,,12.46,4.45,12.59,5.35,180
Arsenal v Manchester City,Second Half,1705.300,Pass,Jack WILSHERE,Arsenal,,,12.59,5.35,21.59,11.05,180
Arsenal v Manchester City,Second Half,1706.400,Touch,Mesut OEZIL,Arsenal,,,21.59,11.05,25.95,10.98,180
Arsenal v Manchester City,Second Half,1707.400,Pass,Mesut OEZIL,Arsenal,,,25.95,10.98,36.81,17.07,180
Arsenal v Manchester City,Second Half,1708.300,Touch,Aaron RAMSEY,Arsenal,,,36.81,17.07,38.35,17.85,180
Arsenal v Manchester City,Second Half,1708.800,Touch,Aaron RAMSEY,Arsenal,,,38.35,17.85,39.47,18.34,180
Arsenal v Manchester City,Second Half,1709.100,Touch,Aaron RAMSEY,Arsenal,,,39.47,18.34,42.20,19.20,180
Arsenal v Manchester City,Second Half,1709.900,Cross,Aaron RAMSEY,Arsenal,,,42.20,19.20,44.91,3.31,180
Arsenal v Manchester City,Second Half,1711.400,Header,Vincent KOMPANY,Manchester City,,,44.91,3.31,31.58,7.14,0
Arsenal v Manchester City,Second Half,1713.200,Header,Jack WILSHERE,Arsenal,,,31.58,7.14,41.89,-5.50,180
Arsenal v Manchester City,Second Half,1715.000,Shot,Alexis SANCHEZ,Arsenal,,,41.89,-5.50,54.00,2.00,180
Arsenal v Manchester City,Second Half,1715.800,Goal,Alexis SANCHEZ,Arsenal,,,54.00,2.00,12.49,-21.65,180
Arsenal v Manchester City,Second Half,1746.600,Yellow Card,Alexis SANCHEZ,Arsenal,,,12.49,-21.65,0.19,-0.33,180
Arsenal v Manchester City,Second Half,1763.800,Kick Off,Edin DZEKO,Manchester City,,,0.19,-0.33,-0.03,1.63,0
Arsenal v Manchester City,Second Half,1764.100,Pass,David SILVA,Manchester City,,,-0.03,1.63,8.87,-2.91,0
Arsenal v Manchester City,Second Half,1764.900,Touch,James MILNER,Manchester City,,,8.87,-2.91,8.13,0.96,0
Arsenal v Manchester City,Second Half,1766.100,Pass,James MILNER,Manchester City,,,8.13,0.96,14.53,23.74,0
Arsenal v Manchester City,Second Half,1768.000,Pass,Gael CLICHY,Manchester City,,,14.53,23.74,10.16,14.20,0
Arsenal v Manchester City,Second Half,1769.000,Touch,Samir NASRI,Manchester City,,,10.16,14.20,9.85,13.97,0
Arsenal v Manchester City,Second Half,1770.200,Pass,Samir NASRI,Manchester City,,,9.85,13.97,9.94,5.60,0
Arsenal v Manchester City,Second Half,1770.900,Touch,FERNANDINHO,Manchester City,,,9.94,5.60,7.82,6.17,0
Arsenal v Manchester City,Second Half,1771.900,Pass,FERNANDINHO,Manchester City,,,7.82,6.17,7.37,11.88,0
Arsenal v Manchester City,Second Half,1772.700,Touch,Samir NASRI,Manchester City,,,7.37,11.88,7.39,11.73,0
Arsenal v Manchester City,Second Half,1773.300,Pass,Samir NASRI,Manchester City,,,7.39,11.73,17.45,5.75,0
Arsenal v Manchester City,Second Half,1773.900,Touch,Martin DEMICHELIS,Manchester City,,,17.45,5.75,16.02,3.59,0
Arsenal v Manchester City,Second Half,1775.200,Pass,Martin DEMICHELIS,Manchester City,,,16.02,3.59,16.97,-9.44,0
Arsenal v Manchester City,Second Half,1776.900,Touch,Vincent KOMPANY,Manchester City,,,16.97,-9.44,9.31,-14.55,0
Arsenal v Manchester City,Second Half,1779.000,Touch,Vincent KOMPANY,Manchester City,,,9.31,-14.55,8.49,-15.19,0
Arsenal v Manchester City,Second Half,1779.300,Pass,Vincent KOMPANY,Manchester City,,,8.49,-15.19,-1.61,-21.56,0
Arsenal v Manchester City,Second Half,1780.200,Pass,James MILNER,Manchester City,,,-1.61,-21.56,2.52,-30.49,0
Arsenal v Manchester City,Second Half,1781.300,Touch,Pablo ZABALETA,Manchester City,,,2.52,-30.49,1.62,-30.40,0
Arsenal v Manchester City,Second Half,1781.700,Touch,Pablo ZABALETA,Manchester City,,,1.62,-30.40,-2.78,-29.98,0
Arsenal v Manchester City,Second Half,1783.000,Pass,Pablo ZABALETA,Manchester City,,,-2.78,-29.98,-22.92,-16.68,0
Arsenal v Manchester City,Second Half,1784.200,Touch,Edin DZEKO,Manchester City,,,-22.92,-16.68,-23.24,-18.61,0
Arsenal v Manchester City,Second Half,1785.300,Tackle,Edin DZEKO,Manchester City,Laurent KOSCIELNY,Arsenal,-23.24,-18.61,-18.51,-19.92,0
Arsenal v Manchester City,Second Half,1786.500,Tackle,Jack WILSHERE,Arsenal,Edin DZEKO,Manchester City,-18.51,-19.92,-19.20,-10.62,180
Arsenal v Manchester City,Second Half,1787.800,Pass,David SILVA,Manchester City,,,-19.20,-10.62,-10.61,-15.76,0
Arsenal v Manchester City,Second Half,1788.800,Touch,James MILNER,Manchester City,,,-10.61,-15.76,-12.28,-17.93,0
Arsenal v Manchester City,Second Half,1789.800,Pass,James MILNER,Manchester City,,,-12.28,-17.93,-23.69,-31.33,0
Arsenal v Manchester City,Second Half,1790.700,Touch,Jesus NAVAS,Manchester City,,,-23.69,-31.33,-24.05,-31.12,0
Arsenal v Manchester City,Second Half,1791.300,Touch,Jesus NAVAS,Manchester City,,,-24.05,-31.12,-25.05,-30.78,0
Arsenal v Manchester City,Second Half,1792.100,Touch,Jesus NAVAS,Manchester City,,,-25.05,-30.78,-25.93,-30.50,0
Arsenal v Manchester City,Second Half,1792.600,Pass,Jesus NAVAS,Manchester City,,,-25.93,-30.50,-22.79,-22.52,0
Arsenal v Manchester City,Second Half,1793.400,Touch,Samir NASRI,Manchester City,,,-22.79,-22.52,-23.01,-25.18,0
Arsenal v Manchester City,Second Half,1794.000,Pass,Samir NASRI,Manchester City,,,-23.01,-25.18,-25.30,-30.69,0
Arsenal v Manchester City,Second Half,1794.800,Touch,Jesus NAVAS,Manchester City,,,-25.30,-30.69,-26.97,-31.58,0
Arsenal v Manchester City,Second Half,1795.500,Touch,Jesus NAVAS,Manchester City,,,-26.97,-31.58,-26.83,-31.84,0
Arsenal v Manchester City,Second Half,1796.200,Pass,Jesus NAVAS,Manchester City,,,-26.83,-31.84,-18.78,-21.19,0
Arsenal v Manchester City,Second Half,1797.400,Touch,James MILNER,Manchester City,,,-18.78,-21.19,-18.43,-19.86,0
Arsenal v Manchester City,Second Half,1798.200,Touch,James MILNER,Manchester City,,,-18.43,-19.86,-18.94,-19.11,0
Arsenal v Manchester City,Second Half,1799.100,Touch,James MILNER,Manchester City,,,-18.94,-19.11,-18.56,-17.67,0
Arsenal v Manchester City,Second Half,1799.800,Pass,James MILNER,Manchester City,,,-18.56,-17.67,-12.36,-4.96,0
Arsenal v Manchester City,Second Half,1801.300,Touch,FERNANDINHO,Manchester City,,,-12.36,-4.96,-13.26,-2.90,0
Arsenal v Manchester City,Second Half,1802.400,Touch,FERNANDINHO,Manchester City,,,-13.26,-2.90,-14.02,-2.50,0
Arsenal v Manchester City,Second Half,1803.200,Touch,FERNANDINHO,Manchester City,,,-14.02,-2.50,-14.81,-3.33,0
Arsenal v Manchester City,Second Half,1804.000,Pass,FERNANDINHO,Manchester City,,,-14.81,-3.33,-20.47,-16.79,0
Arsenal v Manchester City,Second Half,1805.100,Touch,Samir NASRI,Manchester City,,,-20.47,-16.79,-21.11,-16.32,0
Arsenal v Manchester City,Second Half,1805.700,Touch,Samir NASRI,Manchester City,,,-21.11,-16.32,-21.25,-15.83,0
Arsenal v Manchester City,Second Half,1806.700,Touch,Samir NASRI,Manchester City,,,-21.25,-15.83,-20.75,-14.98,0
Arsenal v Manchester City,Second Half,1808.000,Touch,Samir NASRI,Manchester City,,,-20.75,-14.98,-20.44,-15.26,0
Arsenal v Manchester City,Second Half,1808.400,Pass,Samir NASRI,Manchester City,,,-20.44,-15.26,-16.24,-12.68,0
Arsenal v Manchester City,Second Half,1809.500,Pass,James MILNER,Manchester City,,,-16.24,-12.68,-25.57,-30.62,0
Arsenal v Manchester City,Second Half,1810.900,Touch,Pablo ZABALETA,Manchester City,,,-25.57,-30.62,-28.39,-29.72,0
Arsenal v Manchester City,Second Half,1812.400,Touch,Pablo ZABALETA,Manchester City,,,-28.39,-29.72,-27.82,-29.67,0
Arsenal v Manchester City,Second Half,1813.100,Pass,Pablo ZABALETA,Manchester City,,,-27.82,-29.67,-23.35,-23.36,0
Arsenal v Manchester City,Second Half,1814.100,Touch,James MILNER,Manchester City,,,-23.35,-23.36,-24.33,-24.66,0
Arsenal v Manchester City,Second Half,1815.000,Pass,James MILNER,Manchester City,,,-24.33,-24.66,-33.89,-31.29,0
Arsenal v Manchester City,Second Half,1816.300,Pass,Pablo ZABALETA,Manchester City,,,-33.89,-31.29,-33.40,-27.06,0
Arsenal v Manchester City,Second Half,1816.900,Touch,Jesus NAVAS,Manchester City,,,-33.40,-27.06,-33.40,-28.02,0
Arsenal v Manchester City,Second Half,1817.600,Touch,Jesus NAVAS,Manchester City,,,-33.40,-28.02,-32.76,-28.46,0
Arsenal v Manchester City,Second Half,1818.100,Pass,Jesus NAVAS,Manchester City,,,-32.76,-28.46,-39.54,-24.04,0
Arsenal v Manchester City,Second Half,1819.600,Touch,Alexis SANCHEZ,Arsenal,,,-39.54,-24.04,-41.72,-24.89,180
Arsenal v Manchester City,Second Half,1820.900,Touch,Alexis SANCHEZ,Arsenal,,,-41.72,-24.89,-40.32,-25.53,180
Arsenal v Manchester City,Second Half,1821.600,Touch,Alexis SANCHEZ,Arsenal,,,-40.32,-25.53,-38.97,-25.56,180
Arsenal v Manchester City,Second Half,1822.800,Pass,Alexis SANCHEZ,Arsenal,,,-38.97,-25.56,-23.14,5.60,180
Arsenal v Manchester City,Second Half,1825.100,Touch,Mesut OEZIL,Arsenal,,,-23.14,5.60,-16.30,0.86,180
Arsenal v Manchester City,Second Half,1826.700,Touch,Mesut OEZIL,Arsenal,,,-16.30,0.86,-10.47,-0.81,180
Arsenal v Manchester City,Second Half,1827.900,Touch,Mesut OEZIL,Arsenal,,,-10.47,-0.81,-8.02,-2.00,180
Arsenal v Manchester City,Second Half,1828.400,Touch,Mesut OEZIL,Arsenal,,,-8.02,-2.00,-7.10,-4.24,180
Arsenal v Manchester City,Second Half,1829.000,Pass,Mesut OEZIL,Arsenal,,,-7.10,-4.24,8.69,-21.28,180
Arsenal v Manchester City,Second Half,1831.600,Touch,Danny WELBECK,Arsenal,,,8.69,-21.28,10.87,-18.13,180
Arsenal v Manchester City,Second Half,1832.300,Touch,Danny WELBECK,Arsenal,,,10.87,-18.13,11.54,-15.87,180
Arsenal v Manchester City,Second Half,1832.800,Touch,Danny WELBECK,Arsenal,,,11.54,-15.87,11.12,-12.96,180
Arsenal v Manchester City,Second Half,1833.800,Touch,Danny WELBECK,Arsenal,,,11.12,-12.96,9.56,-10.21,180
Arsenal v Manchester City,Second Half,1834.600,Pass,Danny WELBECK,Arsenal,,,9.56,-10.21,0.20,-18.32,180
Arsenal v Manchester City,Second Half,1836.900,Pass,Alexis SANCHEZ,Arsenal,,,0.20,-18.32,-10.87,-5.00,180
Arsenal v Manchester City,Second Half,1838.400,Pass,Laurent KOSCIELNY,Arsenal,,,-10.87,-5.00,-3.88,-4.33,180
Arsenal v Manchester City,Second Half,1839.200,Pass,Mathieu FLAMINI,Arsenal,,,-3.88,-4.33,-11.55,-6.34,180
Arsenal v Manchester City,Second Half,1839.800,Touch,Laurent KOSCIELNY,Arsenal,,,-11.55,-6.34,-13.23,-8.58,180
Arsenal v Manchester City,Second Half,1840.800,Pass,Laurent KOSCIELNY,Arsenal,,,-13.23,-8.58,-7.43,-20.36,180
Arsenal v Manchester City,Second Half,1841.800,Touch,Nacho MONREAL,Arsenal,,,-7.43,-20.36,-6.94,-21.11,180
Arsenal v Manchester City,Second Half,1842.700,Pass,Nacho MONREAL,Arsenal,,,-6.94,-21.11,-0.40,-24.21,180
Arsenal v Manchester City,Second Half,1843.300,Pass,Alexis SANCHEZ,Arsenal,,,-0.40,-24.21,-3.73,-16.87,180
Arsenal v Manchester City,Second Half,1843.600,Touch,David SILVA,Manchester City,,,-3.73,-16.87,-3.27,-19.95,0
Arsenal v Manchester City,Second Half,1845.200,Touch,David SILVA,Manchester City,,,-3.27,-19.95,-5.74,-19.65,0
Arsenal v Manchester City,Second Half,1845.900,Touch,David SILVA,Manchester City,,,-5.74,-19.65,-8.41,-21.53,0
Arsenal v Manchester City,Second Half,1846.600,Touch,David SILVA,Manchester City,,,-8.41,-21.53,-10.67,-23.64,0
Arsenal v Manchester City,Second Half,1847.300,Pass,David SILVA,Manchester City,,,-10.67,-23.64,-23.19,-28.62,0
Arsenal v Manchester City,Second Half,1848.700,Touch,Jesus NAVAS,Manchester City,,,-23.19,-28.62,-26.44,-28.65,0
Arsenal v Manchester City,Second Half,1849.800,Touch,Jesus NAVAS,Manchester City,,,-26.44,-28.65,-26.98,-28.92,0
Arsenal v Manchester City,Second Half,1850.200,Pass,Jesus NAVAS,Manchester City,,,-26.98,-28.92,-16.61,-26.67,0
Arsenal v Manchester City,Second Half,1851.000,Touch,David SILVA,Manchester City,,,-16.61,-26.67,-18.41,-27.11,0
Arsenal v Manchester City,Second Half,1852.500,Touch,David SILVA,Manchester City,,,-18.41,-27.11,-17.41,-24.61,0
Arsenal v Manchester City,Second Half,1853.700,Pass,David SILVA,Manchester City,,,-17.41,-24.61,-24.83,-17.39,0
